conversion_id,source_canonical_key,source_shade_code,target_canonical_key,target_shade_code,strategy,mapping_confidence,component_role,normalized_tones,notes,source_document
aveda_light_o_r__dia_light,Aveda::Full Spectrum Permanent::US,Light O/R,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,booster,Copper|Red,Aveda Light O/R → Dia Light via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_light_y_o__majirel,Aveda::Full Spectrum Permanent::US,Light Y/O,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,booster,Gold|Copper,Aveda Light Y/O → Majirel via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_light_y_o__igora_vibrance,Aveda::Full Spectrum Permanent::US,Light Y/O,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,booster,Gold|Copper,Aveda Light Y/O → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_light_y_o__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,Light Y/O,Redken::Shades EQ Gloss::US,,tone_level_match,high,booster,Gold|Copper,Aveda Light Y/O → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_light_y_o__socolor,Aveda::Full Spectrum Permanent::US,Light Y/O,Matrix::SoColor::US,,tone_level_match,high,booster,Gold|Copper,Aveda Light Y/O → SoColor via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_light_y_o__koleston_perfect,Aveda::Full Spectrum Permanent::US,Light Y/O,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,booster,Gold|Copper,Aveda Light Y/O → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_light_y_o__dia_light,Aveda::Full Spectrum Permanent::US,Light Y/O,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,booster,Gold|Copper,Aveda Light Y/O → Dia Light via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_pastel_blue__majirel,Aveda::Full Spectrum Permanent::US,Pastel Blue,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,booster,Blue,Aveda Pastel Blue → Majirel via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_pastel_blue__igora_vibrance,Aveda::Full Spectrum Permanent::US,Pastel Blue,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,booster,Blue,Aveda Pastel Blue → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_pastel_blue__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,Pastel Blue,Redken::Shades EQ Gloss::US,,tone_level_match,high,booster,Blue,Aveda Pastel Blue → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_pastel_blue__socolor,Aveda::Full Spectrum Permanent::US,Pastel Blue,Matrix::SoColor::US,,tone_level_match,high,booster,Blue,Aveda Pastel Blue → SoColor via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_pastel_blue__koleston_perfect,Aveda::Full Spectrum Permanent::US,Pastel Blue,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,booster,Blue,Aveda Pastel Blue → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_pastel_blue__dia_light,Aveda::Full Spectrum Permanent::US,Pastel Blue,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,booster,Blue,Aveda Pastel Blue → Dia Light via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_pastel_violet__majirel,Aveda::Full Spectrum Permanent::US,Pastel Violet,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,booster,Violet,Aveda Pastel Violet → Majirel via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_pastel_violet__igora_vibrance,Aveda::Full Spectrum Permanent::US,Pastel Violet,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,booster,Violet,Aveda Pastel Violet → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_pastel_violet__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,Pastel Violet,Redken::Shades EQ Gloss::US,,tone_level_match,high,booster,Violet,Aveda Pastel Violet → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_pastel_violet__socolor,Aveda::Full Spectrum Permanent::US,Pastel Violet,Matrix::SoColor::US,,tone_level_match,high,booster,Violet,Aveda Pastel Violet → SoColor via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_pastel_violet__koleston_perfect,Aveda::Full Spectrum Permanent::US,Pastel Violet,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,booster,Violet,Aveda Pastel Violet → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_pastel_violet__dia_light,Aveda::Full Spectrum Permanent::US,Pastel Violet,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,booster,Violet,Aveda Pastel Violet → Dia Light via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_pastel_y_o__majirel,Aveda::Full Spectrum Permanent::US,Pastel Y/O,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,booster,Gold|Copper,Aveda Pastel Y/O → Majirel via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_pastel_y_o__igora_vibrance,Aveda::Full Spectrum Permanent::US,Pastel Y/O,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,booster,Gold|Copper,Aveda Pastel Y/O → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_pastel_y_o__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,Pastel Y/O,Redken::Shades EQ Gloss::US,,tone_level_match,high,booster,Gold|Copper,Aveda Pastel Y/O → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_pastel_y_o__socolor,Aveda::Full Spectrum Permanent::US,Pastel Y/O,Matrix::SoColor::US,,tone_level_match,high,booster,Gold|Copper,Aveda Pastel Y/O → SoColor via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_pastel_y_o__koleston_perfect,Aveda::Full Spectrum Permanent::US,Pastel Y/O,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,booster,Gold|Copper,Aveda Pastel Y/O → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_pastel_y_o__dia_light,Aveda::Full Spectrum Permanent::US,Pastel Y/O,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,booster,Gold|Copper,Aveda Pastel Y/O → Dia Light via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_natural_series__majirel,Aveda::Full Spectrum Permanent::US,Natural Series,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,booster,Natural,Aveda Natural Series → Majirel via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_natural_series__igora_vibrance,Aveda::Full Spectrum Permanent::US,Natural Series,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,booster,Natural,Aveda Natural Series → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_natural_series__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,Natural Series,Redken::Shades EQ Gloss::US,,tone_level_match,high,booster,Natural,Aveda Natural Series → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_natural_series__socolor,Aveda::Full Spectrum Permanent::US,Natural Series,Matrix::SoColor::US,,tone_level_match,high,booster,Natural,Aveda Natural Series → SoColor via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_natural_series__koleston_perfect,Aveda::Full Spectrum Permanent::US,Natural Series,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,booster,Natural,Aveda Natural Series → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_natural_series__dia_light,Aveda::Full Spectrum Permanent::US,Natural Series,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,booster,Natural,Aveda Natural Series → Dia Light via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_intense_base__majirel,Aveda::Full Spectrum Permanent::US,Intense Base,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,booster,Natural,Aveda Intense Base → Majirel via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_intense_base__igora_vibrance,Aveda::Full Spectrum Permanent::US,Intense Base,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,booster,Natural,Aveda Intense Base → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_intense_base__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,Intense Base,Redken::Shades EQ Gloss::US,,tone_level_match,high,booster,Natural,Aveda Intense Base → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_intense_base__socolor,Aveda::Full Spectrum Permanent::US,Intense Base,Matrix::SoColor::US,,tone_level_match,high,booster,Natural,Aveda Intense Base → SoColor via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_intense_base__koleston_perfect,Aveda::Full Spectrum Permanent::US,Intense Base,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,booster,Natural,Aveda Intense Base → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_intense_base__dia_light,Aveda::Full Spectrum Permanent::US,Intense Base,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,booster,Natural,Aveda Intense Base → Dia Light via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_universal_n__majirel,Aveda::Full Spectrum Permanent::US,Universal ØN,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,booster,Natural|Neutral,Aveda Universal ØN → Majirel via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_universal_n__igora_vibrance,Aveda::Full Spectrum Permanent::US,Universal ØN,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,booster,Natural|Neutral,Aveda Universal ØN → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_universal_n__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,Universal ØN,Redken::Shades EQ Gloss::US,,tone_level_match,high,booster,Natural|Neutral,Aveda Universal ØN → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_universal_n__socolor,Aveda::Full Spectrum Permanent::US,Universal ØN,Matrix::SoColor::US,,tone_level_match,high,booster,Natural|Neutral,Aveda Universal ØN → SoColor via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_universal_n__koleston_perfect,Aveda::Full Spectrum Permanent::US,Universal ØN,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,booster,Natural|Neutral,Aveda Universal ØN → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_universal_n__dia_light,Aveda::Full Spectrum Permanent::US,Universal ØN,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,booster,Natural|Neutral,Aveda Universal ØN → Dia Light via normalized tone bridge.,Aveda Full Spectrum tone/pigment chart (452808418-Full-Spectrum-Color.pdf pp. 1-2)
aveda_10natural__majirel,Aveda::Full Spectrum Permanent::US,10Natural,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,base,Natural,Aveda 10Natural → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_10natural__igora_vibrance,Aveda::Full Spectrum Permanent::US,10Natural,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,base,Natural,Aveda 10Natural → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_10natural__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,10Natural,Redken::Shades EQ Gloss::US,,tone_level_match,high,base,Natural,Aveda 10Natural → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_10natural__socolor,Aveda::Full Spectrum Permanent::US,10Natural,Matrix::SoColor::US,,tone_level_match,high,base,Natural,Aveda 10Natural → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_10natural__koleston_perfect,Aveda::Full Spectrum Permanent::US,10Natural,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,base,Natural,Aveda 10Natural → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_10natural__dia_light,Aveda::Full Spectrum Permanent::US,10Natural,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,base,Natural,Aveda 10Natural → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9natural__majirel,Aveda::Full Spectrum Permanent::US,9Natural,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,base,Natural,Aveda 9Natural → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9natural__igora_vibrance,Aveda::Full Spectrum Permanent::US,9Natural,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,base,Natural,Aveda 9Natural → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9natural__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,9Natural,Redken::Shades EQ Gloss::US,,tone_level_match,high,base,Natural,Aveda 9Natural → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9natural__socolor,Aveda::Full Spectrum Permanent::US,9Natural,Matrix::SoColor::US,,tone_level_match,high,base,Natural,Aveda 9Natural → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9natural__koleston_perfect,Aveda::Full Spectrum Permanent::US,9Natural,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,base,Natural,Aveda 9Natural → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_9natural__dia_light,Aveda::Full Spectrum Permanent::US,9Natural,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,base,Natural,Aveda 9Natural → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8natural__majirel,Aveda::Full Spectrum Permanent::US,8Natural,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,base,Natural,Aveda 8Natural → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8natural__igora_vibrance,Aveda::Full Spectrum Permanent::US,8Natural,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,base,Natural,Aveda 8Natural → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8natural__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,8Natural,Redken::Shades EQ Gloss::US,,tone_level_match,high,base,Natural,Aveda 8Natural → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8natural__socolor,Aveda::Full Spectrum Permanent::US,8Natural,Matrix::SoColor::US,,tone_level_match,high,base,Natural,Aveda 8Natural → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8natural__koleston_perfect,Aveda::Full Spectrum Permanent::US,8Natural,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,base,Natural,Aveda 8Natural → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_8natural__dia_light,Aveda::Full Spectrum Permanent::US,8Natural,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,base,Natural,Aveda 8Natural → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_7natural__majirel,Aveda::Full Spectrum Permanent::US,7Natural,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,base,Natural,Aveda 7Natural → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_7natural__igora_vibrance,Aveda::Full Spectrum Permanent::US,7Natural,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,base,Natural,Aveda 7Natural → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_7natural__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,7Natural,Redken::Shades EQ Gloss::US,,tone_level_match,high,base,Natural,Aveda 7Natural → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_7natural__socolor,Aveda::Full Spectrum Permanent::US,7Natural,Matrix::SoColor::US,,tone_level_match,high,base,Natural,Aveda 7Natural → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_7natural__koleston_perfect,Aveda::Full Spectrum Permanent::US,7Natural,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,base,Natural,Aveda 7Natural → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_7natural__dia_light,Aveda::Full Spectrum Permanent::US,7Natural,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,base,Natural,Aveda 7Natural → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_6natural__majirel,Aveda::Full Spectrum Permanent::US,6Natural,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,base,Natural,Aveda 6Natural → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_6natural__igora_vibrance,Aveda::Full Spectrum Permanent::US,6Natural,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,base,Natural,Aveda 6Natural → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_6natural__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,6Natural,Redken::Shades EQ Gloss::US,,tone_level_match,high,base,Natural,Aveda 6Natural → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_6natural__socolor,Aveda::Full Spectrum Permanent::US,6Natural,Matrix::SoColor::US,,tone_level_match,high,base,Natural,Aveda 6Natural → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_6natural__koleston_perfect,Aveda::Full Spectrum Permanent::US,6Natural,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,base,Natural,Aveda 6Natural → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_6natural__dia_light,Aveda::Full Spectrum Permanent::US,6Natural,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,base,Natural,Aveda 6Natural → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_5natural__majirel,Aveda::Full Spectrum Permanent::US,5Natural,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,base,Natural,Aveda 5Natural → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_5natural__igora_vibrance,Aveda::Full Spectrum Permanent::US,5Natural,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,base,Natural,Aveda 5Natural → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_5natural__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,5Natural,Redken::Shades EQ Gloss::US,,tone_level_match,high,base,Natural,Aveda 5Natural → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_5natural__socolor,Aveda::Full Spectrum Permanent::US,5Natural,Matrix::SoColor::US,,tone_level_match,high,base,Natural,Aveda 5Natural → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_5natural__koleston_perfect,Aveda::Full Spectrum Permanent::US,5Natural,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,base,Natural,Aveda 5Natural → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_5natural__dia_light,Aveda::Full Spectrum Permanent::US,5Natural,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,base,Natural,Aveda 5Natural → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_4natural__majirel,Aveda::Full Spectrum Permanent::US,4Natural,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,base,Natural,Aveda 4Natural → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_4natural__igora_vibrance,Aveda::Full Spectrum Permanent::US,4Natural,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,base,Natural,Aveda 4Natural → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_4natural__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,4Natural,Redken::Shades EQ Gloss::US,,tone_level_match,high,base,Natural,Aveda 4Natural → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_4natural__socolor,Aveda::Full Spectrum Permanent::US,4Natural,Matrix::SoColor::US,,tone_level_match,high,base,Natural,Aveda 4Natural → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_4natural__koleston_perfect,Aveda::Full Spectrum Permanent::US,4Natural,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,base,Natural,Aveda 4Natural → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_4natural__dia_light,Aveda::Full Spectrum Permanent::US,4Natural,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,base,Natural,Aveda 4Natural → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3natural__majirel,Aveda::Full Spectrum Permanent::US,3Natural,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,base,Natural,Aveda 3Natural → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3natural__igora_vibrance,Aveda::Full Spectrum Permanent::US,3Natural,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,base,Natural,Aveda 3Natural → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3natural__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,3Natural,Redken::Shades EQ Gloss::US,,tone_level_match,high,base,Natural,Aveda 3Natural → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3natural__socolor,Aveda::Full Spectrum Permanent::US,3Natural,Matrix::SoColor::US,,tone_level_match,high,base,Natural,Aveda 3Natural → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3natural__koleston_perfect,Aveda::Full Spectrum Permanent::US,3Natural,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,base,Natural,Aveda 3Natural → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
